Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,_50%,PFS,Ca,Sk,Information
Skalbaggar,Större snabbagge,Anthicus sellatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Större svampklobagge,Mycetochara axillaris,,,,,,,,,,,x,,"Ihåliga lövträd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Större svartbagge,Upis ceramboides,Starkt hotad EN,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Större sågsvartbagge,Uloma culinaris,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Större vattenbagge,Hydrophilus piceus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Sumpfränevivel,Ceutorhynchus scapularis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sumpskogslöpare,Platynus krynickii,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sumpvivel,Neophytobius muricatus,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Suturfläckad mycelbagge,Agathidium discoideum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Svaltingvivel,Bagous robustus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Svart askbastborre,Hylesinus crenatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Svart barkglansbagge,Rhizophagus picipes,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Svart dammlöpare,Acupalpus exiguus,,,,,,,,,,,x,,Igenväxningskänslig våtmarksart.
Skalbaggar,Svart guldbagge,Gnorimus variabilis,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Svart majbagge,Meloe proscarabaeus,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iv)

Silikatgräsmarker (6270)"
Skalbaggar,Svart penningörtsvivel,Ceutorhynchus granulicollis,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Svart plattbagge,Laemophloeus muticus,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii)c(iii,iv)"
Skalbaggar,Svart sandviteviel,Ceutorhynchus puncticollis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)c(iv)+2b(iii)c(iv)
Skalbaggar,Svart stillfrövivel,Ceutorhynchus sophiae,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Svart ögonbock,Ropalopus macropus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Svart ögonknäppare,Denticollis borealis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Svartbukig tornbagge,Mordellochroa tournieri,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Svartfläckad rödrock,Ampedus sanguinolentus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Svarthalsad horndyvel,Onthophagus gibbulus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Svartkämpsjordloppa,Longitarsus niger,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Svartoxe,Ceruchus chrysomelinus,Starkt hotad EN,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Svartspetsad rödrock,Ampedus praeustus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2c+3c; B2ab(iii)
Skalbaggar,Svartvingad svampbagge,Leiestes seminiger,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: A2c+3c; B2ab(iii,iv)"
Skalbaggar,Svedjelöpare,Sericoda bogemannii,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Sydlig kvistbock,Pogonocherus caroli,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sydlig sandknäppare,Negastrius sabulicola,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sydsvensk lindborre,Ernoporicus caucasicus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Synchita separanda,Synchita separanda,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Synchita variegata,Synchita variegata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sälggetingbock,Rusticoclytus pantherinus,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Sävjordloppa,Chaetocnema aerosa,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Sågtandad mycelbagge,Liodopria serricornis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tachinus bipustulatus,Tachinus bipustulatus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Tachinus elegans,Tachinus elegans,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tachyporus formosus,Tachyporus formosus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)+2b(iii)
Skalbaggar,Tachyusida gracilis,Tachyusida gracilis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Taggbock,Prionus coriarius,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Taggig svartbagge,Eledonoprius armatus,Akut hotad CR,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tajgabarkbock,Tetropium aquilonium,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Tallbarkbagge,Bothrideres bipunctatus,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tallbarkbrunbagge,Rushia parreyssii,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)
Skalbaggar,Tallbarksvartbagge,Corticeus fraxini,Sårbar VU,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tallfjällknäppare,Danosoma conspersum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tallgångbagge,Cerylon impressum,Sårbar VU,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tallmostumpbagge,Platysoma elongatum,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Tallpraktbagge,Dicerca moesta,Sårbar VU,,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(iii)

Taiga (9010)"
Skalbaggar,Tallstumpbagge,Platysoma lineare,Nära hotad NT,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tallvedvivel,Brachytemnus porcatus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Tandsäckbagge,Labidostomis tridentata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tasgius globulifer,Tasgius globulifer,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)+2b(iii)
Skalbaggar,Tasgius winkleri,Tasgius winkleri,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Temnoscheila caerulea,Temnoscheila caerulea,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)c(iv)+2ab(iii)c(iv)
Skalbaggar,Teplouchovs bastborre,Carphoborus teplouchovi,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Teredus cylindricus,Teredus cylindricus,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Tetralaucopora crebrepunctata,Tetralaucopora crebrepunctata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Thamiaraea hospita,Thamiaraea hospita,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Thiasophila inquilina,Thiasophila inquilina,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Thinobius flagellatus,Thinobius flagellatus,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Thomsons trägnagare,Cacotemnus thomsoni,,,,x,,,,,,,x,,"Grov, död granved, oftast i äldre bestånd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Thymalus limbatus,Thymalus limbatus,,,,x,,,,,,,,,
Skalbaggar,Tidvattenslöpare,Aepus marinus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tillus elongatus,Tillus elongatus,,,,,,,,,,,x,,"Gamla lövträdsbestånd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Timjanspetsvivel,Squamapion atomarium,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Timmertickgnagare,Stagetus borealis,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tiofläckig vedsvampbagge,Mycetophagus decempunctatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tistelspolvivel,Cleonis pigra,,,,,,,,,,,x,,"Knuten till bl.a. tistlar på torr mark. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Tolvtandad barkborre,Ips sexdentatus,Starkt hotad EN,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Tomoglossa luteicornis,Tomoglossa luteicornis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Toppfrossörtsjordloppa,Longitarsus tristis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Torvlöpare,Bembidion humerale,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Trefläckig brunbagge,Wanachia triguttata,,,,,,,,,,,x,,"Violticka och andra svampar på död granved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Trehornad tordyvel,Typhaeus typhoeus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Trichoceble memnonia,Trichoceble memnonia,,,,,,,,,,,x,,"Död lövträdsved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Trichonyx sulcicollis,Trichonyx sulcicollis,,,,,,,,,,,,,
Skalbaggar,Trinodes hirtus,Trinodes hirtus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Triplax rufipes,Triplax rufipes,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Trubbknäppare,Drapetes mordelloides,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Trubbtandad lövknäppare,Crepidophorus mutilatus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Trypophloeus dejevi,Trypophloeus dejevi,,,,x,,,,,,,,,
Skalbaggar,Trädesfrölöpare,Harpalus calceatus,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iii,iv)"
Skalbaggar,Träsksammetslöpare,Chlaenius sulcicollis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tvåfläckig praktbagge,Agrilus biguttatus,,,,x,,,,,,,,,
Skalbaggar,Tvåfläckig snabbagge,Anthicus bimaculatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tvåfärgad barksvartbagge,Corticeus bicolor,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tvåtandad aspborre,Trypophloeus bispinulus,,,,x,,,,,,,,,
Skalbaggar,Tvåtandad plattbagge,Silvanus bidentatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tätögd brunbagge,Orchesia luteipalpis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Tågvivel,Bagous lutulosus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Ullörtssköldbagge,Cassida seladonia,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(iii,iv)c(iv)+2ab(iii,iv)c(iv)"
Skalbaggar,Uloma rufa,Uloma rufa,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Umbrabagge,Zavaljus brunneus,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Urskogsänger,Dermestes palmi,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Vanlig flatbagge,Peltis ferruginea,,,,x,x,,,,,,,,Åsbarrskog (9060)
Skalbaggar,Vanligt dödsbud,Blaps mortisaga,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Varierad brunbagge,Osphya bipunctata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Varierad tornbagge,Variimorda villosa,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Vasstandad trädbasbagge,Lissodema denticolle,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Vassvivel,Bagous elegans,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Vattenaloevivel,Bagous binodulus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Vattenfränejordloppa,Phyllotreta dilatata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Vattenfränevivel,Poophagus sisymbrii,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Vattenmyntejordloppa,Dibolia occultans,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Vattenveronikavivel,Gymnetron villosulum,,,,,,,,,,,,,
Skalbaggar,Videsäckbagge,Smaragdina salicina,,,,,,,,,,,,,
Skalbaggar,Violett majbagge,Meloe violaceus,,,,,,,,,,,x,,"Öppna gräsmarker där lerven lever som boparasit hos vildbin. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Vitnosad plattnos,Dissoleucas niveirostris,,,,,,,,,,,x,,"Svampig lövträdsved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Väddklintspetsvivel,Ceratapion penetrans,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Vägsenapsjordloppa,Psylliodes cuprea,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Vägsenapsvivel,Ceutorhynchus pyrrhorhynchus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Vätbroklöpare,Badister meridionalis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Vågbandad barkbock,Semanotus undatus,,,,x,,,,,,,,,
Skalbaggar,Vårtordyvel,Trypocopris vernalis,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(iii)

Silikatgräsmarker (6270)"
Skalbaggar,Xyletinus ater,Xyletinus ater,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Xyletinus laticollis,Xyletinus laticollis,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Xyletinus longitarsis,Xyletinus longitarsis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Xyletinus pectinatus,Xyletinus pectinatus,Nära hotad NT,,,,,,,,,,x,,"Rödlistekriterium 2020: B2ab(iii)

Torr, hård ekved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Xyletinus planicollis,Xyletinus planicollis,,,,,,,,,,,,,
Skalbaggar,Xyletinus vaederoeensis,Xyletinus vaederoeensis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Xylodromus testaceus,Xylodromus testaceus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Xylolaemus fasciculosus,Xylolaemus fasciculosus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Xylophilus corticalis,Xylophilus corticalis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Yxbagge,Serropalpus barbatus,,,,,,,,,,,x,,"Barrskog med god tillgång på nydöd, grov granved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Ädelguldbagge,Gnorimus nobilis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ädellövstumpbagge,Platysoma compressum,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ältranunkelvivel,Bagous brevis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Älvstrandlöpare,Bembidion petrosum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Älvängslöpare,Platynus longiventris,Akut hotad CR,x,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)c(iv)+2ab(iii)c(iv)
Skalbaggar,Ängsjordbagge,Euheptaulacus villosus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ängssköldbagge,Cassida prasina,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Ängssyrejordloppa,Mantura obtusata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Ängsväddspraktbagge,Trachys troglodytes,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ågrävare,Dyschirius intermedius,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Åkerkullaspetsvivel,Omphalapion laevigatum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Åkervickerspetsvivel,Holotrichapion aethiops,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Åkervindejordloppa,Longitarsus pellucidus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Ålnatevivel,Bagous lutosus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Åttafläckig praktbagge,Buprestis octoguttata,,,,x,x,,,,,,,,Taiga (9010)
Skalbaggar,Ögonfläcksbock,Mesosa curculionoides,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Öländsk kamklobagge,Omophlus pubescens,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Öländsk rödrock,Ampedus triangulum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)
Skinnbaggar,Vattenfis,Aphelocheirus aestivalis,,,,,x,,,,,,,,Större vattendrag (3210)
Sländor,Agapetus fuscipes,Agapetus fuscipes,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Agrypnia sahlbergi,Agrypnia sahlbergi,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Amphinemura borealis,Amphinemura borealis,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Amphinemura sulcicollis,Amphinemura sulcicollis,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Apatania muliebris,Apatania muliebris,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)"
Sländor,Arctopsyche ladogensis,Arctopsyche ladogensis,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Athripsodes cinereus,Athripsodes cinereus,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Baetis liebenauae,Baetis liebenauae,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Baetis muticus,Baetis muticus,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Baetis tracheatus,Baetis tracheatus,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Beraea maura,Beraea maura,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Sländor,Brachyptera braueri,Brachyptera braueri,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii)"
Sländor,Bred kärrtrollslända,Leucorrhinia caudalis,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Bred kärrtrollslända (Leucorrhinia caudalis) är fridlyst enligt 4 a § i hela landet."
Sländor,Caenis macrura,Caenis macrura,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Sländor,Caenis rivulorum,Caenis rivulorum,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Capnia nigra,Capnia nigra,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Capnia vidua,Capnia vidua,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Ceraclea excisa,Ceraclea excisa,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Sländor,Chimarra marginata,Chimarra marginata,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Citronfläckad kärrtrollslända,Leucorrhinia pectoralis,,,,,,"II, IV",,4a§,,,,,"Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Citronfläckad kärrtrollslända (Leucorrhinia pectoralis) är fridlyst enligt 4 a § i hela landet."
Sländor,Cloeon schoenemundi,Cloeon schoenemundi,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Sländor,Crunoecia irrorata,Crunoecia irrorata,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)"
Sländor,Dvärgflickslända,Nehalennia speciosa,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Ecclisopteryx dalecarlica,Ecclisopteryx dalecarlica,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Electrogena affinis,Electrogena affinis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Ephemera glaucops,Ephemera glaucops,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Sländor,Ephemerella mucronata,Ephemerella mucronata,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Ernodes articularis,Ernodes articularis,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Fjällmosaikslända,Aeshna caerulea,,,,,x,,,,,,,,Myrsjöar (3160)
Sländor,Fläckig myrlejonslända,Euroleon nostras,Sårbar VU,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Grön flodtrollslända,Ophiogomphus cecilia,,,,,,"II, IV",,4a§,,,,,"Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Grön flodtrollslända (Ophiogomphus cecilia) är fridlyst enligt 4 a § i hela landet."
Sländor,Grön mosaikslända,Aeshna viridis,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Grön mosaikslända (Aeshna viridis) är fridlyst enligt 4 a § i hela landet.i hela landet."
Sländor,Gungflymosaikslända,Aeshna subarctica,,,,,x,,,,,,,,Myrsjöar (3160)
Sländor,Hornslamslända,Brachycercus harrisella,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Hydropsyche saxonica,Hydropsyche saxonica,,,,,x,,,,,,,,Mindre vattendrag (3260)
Sländor,Hydropsyche silfvenii,Hydropsyche silfvenii,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Isoperla difformis,Isoperla difformis,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Isoperla grammatica,Isoperla grammatica,,,,,x,,,,,,,,"Mindre vattendrag (3260)

Större vattendrag (3210)"
Sländor,Kageronia orbiticola,Kageronia orbiticola,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Sländor,Limnephilus tauricus,Limnephilus tauricus,Kunskapsbrist DD,,,,,,,,,,,,
Sländor,Liten myrlejonslända,Myrmeleon bore,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Sländor,Myrflickslända,Coenagrion johanssoni,,,,,x,,,,,,,,Myrsjöar (3160)
Sländor,Myrtrollslända,Leucorrhinia dubia,,,,,x,,,,,,,,Myrsjöar (3160)
Sländor,Nemoura arctica,Nemoura arctica,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
